issue_number,issue_id,title,body_excerpt,html_url,state,created_at,closed_at,maintainer_labels,ground_truth,confidence,label_source,source_signals,rationale
1066,1067406687,CVE-2021-41190 (Medium) detected in github.com/opencontainers/image-spec-v1.0.1,## CVE-2021-41190 - Medium Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/opencontainers/image-sp...,https://github.com/digitalocean/doctl/issues/1066,closed,2021-11-30T16:02:00Z,2021-12-07T19:56:33Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1090,1113198413,CVE-2021-43784 (Medium) detected in github.com/opencontainers/runc-v1.0.0-rc95,## CVE-2021-43784 - Medium Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/opencontainers/runc-v1....,https://github.com/digitalocean/doctl/issues/1090,closed,2022-01-24T22:15:31Z,2022-03-25T21:44:14Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1091,1113198454,CVE-2021-38561 (High) detected in github.com/golang/text-v0.3.6,## CVE-2021-38561 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/golang/text-v0.3.6</b></p...,https://github.com/digitalocean/doctl/issues/1091,closed,2022-01-24T22:15:33Z,2022-03-25T14:20:15Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1092,1113198483,CVE-2021-43565 (High) detected in github.com/docker/cli-v19.03.13-beta1,## CVE-2021-43565 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v19.03.13-beta...,https://github.com/digitalocean/doctl/issues/1092,closed,2022-01-24T22:15:35Z,2022-03-25T14:26:37Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1094,1116411725,CVE-2021-3121 (High) detected in github.com/docker/cli-v19.03.13-beta1,## CVE-2021-3121 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v19.03.13-beta1...,https://github.com/digitalocean/doctl/issues/1094,closed,2022-01-27T15:40:20Z,2022-03-25T14:29:47Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1095,1116411806,CVE-2021-32760 (Medium) detected in github.com/docker/cli-v19.03.13-beta1,## CVE-2021-32760 - Medium Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v19.03.13-be...,https://github.com/digitalocean/doctl/issues/1095,closed,2022-01-27T15:40:24Z,2022-03-25T21:44:14Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1096,1116411884,CVE-2021-41092 (High) detected in github.com/docker/cli-v19.03.13-beta1,## CVE-2021-41092 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v19.03.13-beta...,https://github.com/digitalocean/doctl/issues/1096,closed,2022-01-27T15:40:28Z,2022-03-25T21:44:14Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcredential\\b,\\bcredentials\\b,\\bcvss\\b,cve-,vulnerability"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcredential\b,\bcredentials\b,\bcvss\b,cve-,vulnerability; title_signal:security:cve-; high_specific_text:security."
1105,1133560063,Upgrading node pools,**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> Ability to upgrade a node pool **Describe the solution you'd like** ...,https://github.com/digitalocean/doctl/issues/1105,open,2022-02-12T02:39:54Z,,do-api;suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:ability to"", ""clean_single_primary_label""]",Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:ability to; clean_single_primary_label.
1130,1177258918,CVE-2022-27191 (High) detected in github.com/docker/cli-v19.03.13-beta1,## CVE-2022-27191 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v19.03.13-beta...,https://github.com/digitalocean/doctl/issues/1130,closed,2022-03-22T20:16:09Z,2022-03-22T21:00:26Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1131,1177258943,CVE-2021-44716 (High) detected in github.com/docker/cli-v19.03.13-beta1,## CVE-2021-44716 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v19.03.13-beta...,https://github.com/digitalocean/doctl/issues/1131,closed,2022-03-22T20:16:11Z,2022-03-22T20:51:33Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1139,1188176344,CVE-2022-21698 (High) detected in github.com/docker/cli-v20.10.14,## CVE-2022-21698 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/docker/cli-v20.10.14</b><...,https://github.com/digitalocean/doctl/issues/1139,closed,2022-03-31T14:28:57Z,2022-08-15T16:32:13Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1156,1223210221,Add examples other than [*] to compute cdn flush --files in documentation and/or add output showing which files are flushed,**What is the problem this feature would solve? Please describe.** Currently there aren't any examples showing what a path should look like. Does it start with a leading slash? Do you need the bucket name like you do in s3cmd? Can you st...,https://github.com/digitalocean/doctl/issues/1156,closed,2022-05-02T18:34:14Z,2023-10-24T14:27:17Z,docs;good first issue;hacktoberfest;suggestion,documentation,1.000,manual_override,"[""manual_override""]",Primary ask is to add examples for cdn flush --files documentation.
1164,1236489500,CVE-2022-29162 (High) detected in github.com/opencontainers/runc-v1.1.0,## CVE-2022-29162 - High Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/opencontainers/runc-v1.1....,https://github.com/digitalocean/doctl/issues/1164,closed,2022-05-16T01:01:08Z,2022-08-15T16:32:00Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1175,1252116496,CVE-2022-28948 (Medium) detected in github.com/go-yaml/yaml-v2.4.0 - autoclosed,## CVE-2022-28948 - Medium Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Library - <b>github.com/go-yaml/yaml-v2.4.0</b>...,https://github.com/digitalocean/doctl/issues/1175,closed,2022-05-30T02:55:48Z,2022-06-15T20:38:01Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1196,1328874572,CVE-2022-29526 (Medium) detected in multiple libraries,## CVE-2022-29526 - Medium Severity Vulnerability <details><summary><img src='https://whitesource-resources.whitesourcesoftware.com/vulnerability_details.png' width=19 height=20> Vulnerable Libraries - <b>github.com/containerd/continuity...,https://github.com/digitalocean/doctl/issues/1196,closed,2022-08-04T16:11:05Z,2022-08-04T16:39:41Z,security vulnerability,security,1.000,maintainer_label+keyword,"[""primary_maintainer_label:security vulnerability"", ""text_signal:security:\\bcvss\\b,cve-,vulnerability,vulnerable library,whitesource"", ""title_signal:security:cve-"", ""high_specific_text:security"", ""clean_single_primary_label""]","Assigned security from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:security vulnerability; text_signal:security:\bcvss\b,cve-,vulnerability,vulnerable library,whitesource; title_signal:security:cve-; high_specific_text:security."
1221,1353112532,[Feature Request] Deploy zip to Functions,**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> Using this folder structure: - project.yml - packages - sample - exa...,https://github.com/digitalocean/doctl/issues/1221,closed,2022-08-27T18:22:33Z,2022-08-28T19:01:07Z,suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:feature request,support for"", ""title_signal:enhancement:feature request"", ""clean_single_primary_label""]","Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:feature request,support for; title_signal:enhancement:feature request; clean_single_primary_label."
1243,1381430365,Add shell completion to doctl running in docker,"**What is the problem this feature would solve? Please describe.** Shell completion is a great feature and works with all major shells, but not when the CLI runs in docker. **Describe the solution you'd like** If possible provide shell c...",https://github.com/digitalocean/doctl/issues/1243,open,2022-09-21T20:02:38Z,,suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:completion"", ""title_signal:enhancement:completion"", ""clean_single_primary_label""]",Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:completion; title_signal:enhancement:completion; clean_single_primary_label.
1268,1394610493,Implement `--wait` on `compute volume create`,You currently cannot wait for a volume to complete creation. This is no good for CI. Add a `--wait` flag for `doctl compute volume create`.,https://github.com/digitalocean/doctl/issues/1268,closed,2022-10-03T11:58:00Z,2024-01-03T17:03:00Z,Needs Investigation;suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:\\bimplement\\b"", ""title_signal:enhancement:\\bimplement\\b"", ""clean_single_primary_label""]",Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:\bimplement\b; title_signal:enhancement:\bimplement\b; clean_single_primary_label.
1280,1407301593,config.yml not found when executing doctl commands - default path corrupted,"When executing doctl commands I get the following error: Error: open : no such file or directory Thats because the default path of the config.yaml is corrupted and the blank space betweet ""Application Support"" is not escaped like it shou...",https://github.com/digitalocean/doctl/issues/1280,closed,2022-10-13T07:38:26Z,2022-10-18T18:00:01Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:error:"", ""clean_single_primary_label""]",Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:error:; clean_single_primary_label.
1281,1408788057,Error: open : The system cannot find the file specified.,"**Describe the Issue:** [Following the guide here](https://docs.digitalocean.com/reference/doctl/how-to/install/), I downloaded doctl.exe, put it on the path. Running `doctl auth init` does not work however (tried it with powershell, CMD...",https://github.com/digitalocean/doctl/issues/1281,closed,2022-10-14T05:30:32Z,2022-10-18T17:27:37Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:does not work,error:"", ""title_signal:bug:error:"", ""clean_single_primary_label""]","Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:does not work,error:; title_signal:bug:error:; clean_single_primary_label."
1284,1410746128,serverless connect + status (and others) fails with Snap,"**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> When installed via snap, seemingly all functions that interact with serverless fail...",https://github.com/digitalocean/doctl/issues/1284,closed,2022-10-17T01:46:17Z,2022-10-24T10:04:27Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:\\bbroken\\b,\\bfails?\\b,\\bfailure\\b,error:"", ""title_signal:bug:\\bfails?\\b"", ""clean_single_primary_label""]","Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:\bbroken\b,\bfails?\b,\bfailure\b,error:; title_signal:bug:\bfails?\b; clean_single_primary_label."
1300,1428110006,Deploying functions tries to npm install in wrong directory,"**Describe the Issue:** When I deploy my functions directory, it tries to run the `npm install --production ...` command in the wrong directory, as you can see here: ``` $ dotenv -e .env -- doctl serverless deploy functions Deploying 'PW...",https://github.com/digitalocean/doctl/issues/1300,closed,2022-10-29T06:08:25Z,2022-10-31T08:03:42Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:\\bbroken\\b,\\bfailed\\b,\\bwrong\\b,error:"", ""title_signal:bug:\\bwrong\\b"", ""clean_single_primary_label""]","Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:\bbroken\b,\bfailed\b,\bwrong\b,error:; title_signal:bug:\bwrong\b; clean_single_primary_label."
1341,1550074836,serverless project init uses `websecure` string instead of `webSecure` when generating project template,**Describe the Issue:** ```bash doctl sls init -l js foo ``` Generates `project.yml`: ```yml parameters: {} environment: {} packages: - name: sample shared: false environment: {} parameters: {} annotations: {} functions: - name: hello bi...,https://github.com/digitalocean/doctl/issues/1341,closed,2023-01-19T23:02:11Z,2023-01-20T16:01:39Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:error:"", ""clean_single_primary_label""]",Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:error:; clean_single_primary_label.
1345,1554271721,"""Unexpected end Of JSON input"" error doing `doctl serverless deploy`.",**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> Getting the following error when trying to deploy to DigitialOcean functions using ...,https://github.com/digitalocean/doctl/issues/1345,open,2023-01-24T03:59:10Z,,bug;Needs Investigation,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:error:"", ""clean_single_primary_label""]",Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:error:; clean_single_primary_label.
1349,1581077569,Allow `--build-command` to be passed for docker builds,**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> We're trying to improve the performance of our Docker based builds f...,https://github.com/digitalocean/doctl/issues/1349,open,2023-02-12T01:21:55Z,,suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:\\ballow\\b,\\bimprove\\b,feature request,would be nice"", ""title_signal:enhancement:\\ballow\\b"", ""clean_single_primary_label""]","Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:\ballow\b,\bimprove\b,feature request,would be nice; title_signal:enhancement:\ballow\b; clean_single_primary_label."
1354,1611777599,Allow retrieving and updating database cluster configuration,"**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> In the DO API docs, I found that it is possible to [retrieve databas...",https://github.com/digitalocean/doctl/issues/1354,open,2023-03-06T16:18:41Z,,api-parity;hacktoberfest;suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:api-parity,suggestion"", ""text_signal:enhancement:\\ballow\\b"", ""title_signal:enhancement:\\ballow\\b"", ""clean_single_primary_label""]","Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:api-parity,suggestion; text_signal:enhancement:\ballow\b; title_signal:enhancement:\ballow\b; clean_single_primary_label."
1361,1646708548,Need more details when emitting Error: unexpected end of JSON input,**What is the problem this feature would solve? Please describe.** Add details to `Error: unexpected end of JSON input` **Describe the solution you'd like** We need more information when this happens (quite often) and it's nearly impossi...,https://github.com/digitalocean/doctl/issues/1361,open,2023-03-30T00:07:00Z,,suggestion,enhancement,1.000,manual_override,"[""manual_override""]",Requests richer diagnostics for unexpected end of JSON errors.
1363,1655356891,spam link,"<sub>Sent with <a href=""http://githawk.com"">GitHawk</a></sub>",https://github.com/digitalocean/doctl/issues/1363,closed,2023-04-05T10:28:18Z,2023-04-05T14:13:26Z,,other,1.000,manual_override,"[""manual_override""]",Spam/link-only issue that does not fit the customer schema.
1367,1676730363,"Add command ""Add ssh key to droplet"" (Renewed, was not considered all around)",**What is the problem this feature would solve? Please describe.** Being able to build from an API and assign a key after the fact without ever giving password access to a droplet **Describe the solution you'd like** doctl compute drople...,https://github.com/digitalocean/doctl/issues/1367,open,2023-04-20T13:28:33Z,,do-api;suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:add command"", ""title_signal:enhancement:add command"", ""clean_single_primary_label""]",Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:add command; title_signal:enhancement:add command; clean_single_primary_label.
1419,1919769173,Add Support for Alerts for Uptime Checks,"**Overview:** Now that we've added doctl support for uptime checks (https://github.com/digitalocean/doctl/pull/1386), we should follow up with supporting uptime alerts so that we support the entire feature set. **Instructions** 1. Clone ...",https://github.com/digitalocean/doctl/issues/1419,closed,2023-09-29T19:00:26Z,2023-10-11T21:10:38Z,api-parity;good first issue;hacktoberfest;suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:api-parity,suggestion"", ""text_signal:enhancement:add support,support for"", ""title_signal:enhancement:add support,support for"", ""clean_single_primary_label""]","Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:api-parity,suggestion; text_signal:enhancement:add support,support for; title_signal:enhancement:add support,support for; clean_single_primary_label."
1512,2182607984,Access the link to download CA certificate for managed databases,**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> To fully automate managed database cluster setup within my infrastru...,https://github.com/digitalocean/doctl/issues/1512,closed,2024-03-12T20:24:12Z,2024-09-12T17:29:34Z,suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:\\ballow\\b,feature request"", ""clean_single_primary_label""]","Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:\ballow\b,feature request; clean_single_primary_label."
1553,2413551465,Add ability to change connection pool size for connection pools,**What is the problem this feature would solve? Please describe.** Change the conneciton pool size via doctl **Describe the solution you'd like** doctl databases pool update database123id poolname123id --size 2 In the WebUI you can chang...,https://github.com/digitalocean/doctl/issues/1553,closed,2024-07-17T12:53:21Z,2024-07-24T20:40:59Z,suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:ability to,add ability"", ""title_signal:enhancement:ability to,add ability"", ""clean_single_primary_label""]","Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:ability to,add ability; title_signal:enhancement:ability to,add ability; clean_single_primary_label."
1561,2441903710,Doctl registry repository list-tags failing with 404 ,"**Describe the Issue:** I get 404 errors using the doctl tool to list tags in a repository. I use the command: ` doctl registry repository list-tags <repo>/<path>` and it returns 404, it was working before Tuesday 30th July. **Environmen...",https://github.com/digitalocean/doctl/issues/1561,closed,2024-08-01T09:04:38Z,2024-08-02T15:33:42Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:error:,returns 404"", ""clean_single_primary_label""]","Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:error:,returns 404; clean_single_primary_label."
1610,2648027863, Improve `CONTRIBUTING.md` and `README.md` Files,"I would like to improve the `CONTRIBUTING.md` and `README.md` files by adding clear contribution guidelines, detailed setup instructions, and a project overview. Please assign this issue to me, Anchal Chaturvedi. ### Improving the `CONTR...",https://github.com/digitalocean/doctl/issues/1610,open,2024-11-11T03:38:23Z,,,documentation,0.900,keyword,"[""text_signal:documentation:\\bexamples?\\b,\\bguide\\b,\\binstructions\\b,\\busage\\b,readme"", ""title_signal:documentation:readme"", ""high_specific_text:documentation""]","Assigned documentation from keyword with confidence 0.90. Signals: text_signal:documentation:\bexamples?\b,\bguide\b,\binstructions\b,\busage\b,readme; title_signal:documentation:readme; high_specific_text:documentation."
1722,3245133536,🔧 Integrate golangci-lint for Static Code Analysis,"To improve code quality and maintain consistency across the project, I'd like to propose adding golangci-lint to our development workflow. This tool helps catch common bugs, enforces style guidelines, and ensures adherence to Go best pra...",https://github.com/digitalocean/doctl/issues/1722,open,2025-07-19T09:05:39Z,,,enhancement,1.000,manual_override,"[""manual_override""]",Requests integrating golangci-lint into the development workflow.
1723,3247939533,doctl registry with multiple registry,"I've encountered an issue when attempting to use `doctl `with multiple DigitalOcean Container Registries. Previously, I relied on doctl to retrieve registry information and untag unused images. However, with the presence of multiple regi...",https://github.com/digitalocean/doctl/issues/1723,open,2025-07-21T09:50:42Z,,api-parity;bug,bug,1.000,manual_override,"[""manual_override""]",doctl registry commands fail in accounts with multiple registries.
1733,3301188389,Latest release doesn't include binaries?,The latest [release](https://github.com/digitalocean/doctl/releases/tag/v1.136.0) doesn't include the prebuilt binaries usually included which for me is breaking the doctl github action which seems to expect those binaries to exist - for...,https://github.com/digitalocean/doctl/issues/1733,closed,2025-08-07T16:39:47Z,2025-08-08T05:42:02Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:\\bfailed\\b,error:"", ""clean_single_primary_label""]","Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:\bfailed\b,error:; clean_single_primary_label."
1737,3307953988,droplet-autoscale create/update --user-data-file,"It seems like `--user-data-file` is missing when doing `droplet-autoscale` commands. It is hard to use the `--user-data`, so having `--user-data-file` would be nice her.",https://github.com/digitalocean/doctl/issues/1737,open,2025-08-10T20:43:05Z,,suggestion,enhancement,1.000,maintainer_label+keyword,"[""primary_maintainer_label:suggestion"", ""text_signal:enhancement:would be nice"", ""clean_single_primary_label""]",Assigned enhancement from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:suggestion; text_signal:enhancement:would be nice; clean_single_primary_label.
1750,3408127036,--force flag doesn't work on delete-manifest,**Describe the Issue:** When running ```bash doctl registry repository delete-manifest example-registry/example-repository sha256:... ``` It's still prompting for confirmation - ignoring the `--force` https://docs.digitalocean.com/refere...,https://github.com/digitalocean/doctl/issues/1750,closed,2025-09-11T21:48:57Z,2025-10-03T09:04:19Z,bug,bug,1.000,maintainer_label+keyword,"[""primary_maintainer_label:bug"", ""text_signal:bug:doesn't work"", ""title_signal:bug:doesn't work"", ""clean_single_primary_label""]",Assigned bug from maintainer_label+keyword with confidence 1.00. Signals: primary_maintainer_label:bug; text_signal:bug:doesn't work; title_signal:bug:doesn't work; clean_single_primary_label.
