issue_number,title,body_excerpt,html_url,state,maintainer_labels,predicted_candidate_label,confidence,reason
725,Feature Request: add SSH key to existing droplet,"There may be `doctl`, but no `ssh` access for droplet. Therefore it would be convenient to add SSH keys for existing droplet. Rerated to: #406",https://github.com/digitalocean/doctl/issues/725,open,do-api;suggestion,enhancement,1.000,over_max_per_class
726,No protocol in firewall creation,**Describe the Issue:** Can't create firewall. `doctl` filters out my protocol fields. **Environment:** - doctl version: 1.36.0-release - OS: macOS Catalina - Installation method: Homebrew **Additional Details:** Here is command: ``` doc...,https://github.com/digitalocean/doctl/issues/726,closed,bug,bug,0.750,over_max_per_class
730,WINDOWS VERSION? We dont all run mac you know,"Alot of tutorials including your own specify using this tool, and yet it has no Windows version??? We all not yuppies with macs. Please make this tool Windows capable.",https://github.com/digitalocean/doctl/issues/730,closed,bug,bug,0.750,over_max_per_class
734,Error: user: Current requires cgo or $HOME set in environment,I'm not sure whether this is the correct place to report this. Just calling doctl gives this error. ``` Error: user: Current requires cgo or $HOME set in environment ``` OS: Ubuntu 19.10 Installed doctl via snap snap info doctl ``` name:...,https://github.com/digitalocean/doctl/issues/734,closed,Needs Investigation,,0.000,only_secondary_labels
751,Provide Debian package repository,"**Describe the Issue:** I use Pop_OS!, which uses `apt` as a package manager. I have installed `doctl` by downloading it once from the GitHub releases page. So far tt works great for me, but I’m not getting any updates. There are more di...",https://github.com/digitalocean/doctl/issues/751,open,packaging,,0.000,only_secondary_labels
752,Access denied on ~/.kube/.lock,"**Describe the Issue:** While trying to generate a kube config using the latest snap, there is an access denied error: > Error: open .lock: permission denied even though the kube-config plug is connected by ` sudo snap connect doctl:kube...",https://github.com/digitalocean/doctl/issues/752,open,bug;packaging,bug,1.000,over_max_per_class
763,Feature Request: Upload files/tar to spaces,"It would be nice to create build artifacts that we can upload straight to spaces in our CI/CD pipeline (github actions for instance), with the ability to tar directories or upload single files. An optional flag `--mount-path=""/path/in/sp...",https://github.com/digitalocean/doctl/issues/763,closed,,,0.000,no_high_confidence_signal
771,[QUESTION] how to restore volume created with doctl?,**Describe the Issue:** Not sure if this is the right place to ask. :) I made a script that creates a snapshot of every given volume. This script gets executed with a cronjob in our cluster. For the snapshots I use: `doctl compute volume...,https://github.com/digitalocean/doctl/issues/771,closed,bug,bug,0.600,below_min_confidence
773,"Wait for initialization, with cloud-init","Hi, Using `--wait` switch allow us to wait until `droplet` is available. Is there a way to wait for its setup, preferably with *cloud-init* ? I mean I am setuping my `droplets`, with *cloud-init*, and I want to wait until the process has...",https://github.com/digitalocean/doctl/issues/773,closed,,,0.000,no_high_confidence_signal
790,Database Connection Flags,"At DigitalOcean Database panel, you can get the `mysql -u...` command snipped, which is called `Flags` on the `Connection Details` section. With `doctl` i wasn't able to find a way to print that for me, i know i can use `--output=json | ...",https://github.com/digitalocean/doctl/issues/790,open,do-api;suggestion,enhancement,0.750,over_max_per_class
791,Allow for setting expiry time for `kubernetes cluster kubeconfig` commands,"When I'm using `doctl` as part of a CI/CD process, I want to be able to set a custom expiration time when calling `kubernetes cluster kubeconfig {save,show}` so that I can feel secure and not have long lived API tokens that need to be ma...",https://github.com/digitalocean/doctl/issues/791,closed,api-parity;enhancement,enhancement,1.000,over_max_per_class
793,kubernetes node-pool errors,"**Problem 1:** I used the following command: `doctl kubernetes cluster create cluster-name --region ams3 --node-pool name=your-name;size=-1vcpu-2gb;count=1` However, the count seems not to work because 3 nodes were created. Note: as you ...",https://github.com/digitalocean/doctl/issues/793,closed,bug,bug,0.750,over_max_per_class
794,doctl bh design,This is a comment for something that bothers me. The command billing-history only has the option `list`. Which means that `doctl bh` alone should do the work. I hope that you're trying to put more commands in order to get consumption fro...,https://github.com/digitalocean/doctl/issues/794,open,suggestion,enhancement,0.750,over_max_per_class
795,node not deleted with kubectl delete,"Yesterday I created a node pool with the parameters `min=1` and `max=2`. Since at the beginning they were 2 nodes, I decided to force deletion (instead of waiting automatic deletion), I did it with `kubectl delete nodes name-38wa7` where...",https://github.com/digitalocean/doctl/issues/795,closed,bug,bug,0.750,over_max_per_class
799,Do not use this digitalocean!,"Hi. I have been waiting for VPC functional for several weeks. #415 When it was added, I immediately used it in my project. And Digitalocean blocked my account without explaining the reasons and did not tell me anything. I lost work on wh...",https://github.com/digitalocean/doctl/issues/799,closed,bug,bug,0.750,over_max_per_class
802,Droplets: Add support for specifying a VPC,"**What is the problem this feature would solve? Please describe.** When I create a new Droplet using `doctl`, I want to be able to specify which VPC it should belong to. **Describe the solution you'd like** The `doctl compute droplet cre...",https://github.com/digitalocean/doctl/issues/802,closed,api-parity,enhancement,1.000,over_max_per_class
803,load balancers: Add support for specifying a VPC,"**What is the problem this feature would solve? Please describe.** When I create a new load balancer using `doctl`, I want to be able to specify which VPC it should belong to. **Describe the solution you'd like** The `doctl compute load-...",https://github.com/digitalocean/doctl/issues/803,closed,api-parity;suggestion,enhancement,1.000,over_max_per_class
804,databases: Add support for specifying a VPC ,"**What is the problem this feature would solve? Please describe.** When I create a new database cluster using `doctl`, I want to be able to specify which VPC it should belong to. **Describe the solution you'd like** The `doctl databases ...",https://github.com/digitalocean/doctl/issues/804,closed,api-parity,enhancement,1.000,over_max_per_class
809,doctl compute ssh fails on ubuntu 20.04 with snap,"**Describe the Issue:** `doctl compute ssh` fails on a nearly-vanilla ubuntu 20.04 system 1. Install doctl in the recommended way from a snap on a nearly-vanilla ubuntu 20.04 2. log in with `doctl auth init` 3. try to ssh into a server, ...",https://github.com/digitalocean/doctl/issues/809,closed,bug;snap,bug,1.000,over_max_per_class
817,I am unable to automatically remove Access Tokens generated by doctl registry auth,"**Describe the Issue:** In my pipeline, I get access to my docker registry with the command _doctl registry login_. This generates an API Token, which never expires (oldest is 19 days, so I assume it doesn't expire). For every pipeline r...",https://github.com/digitalocean/doctl/issues/817,closed,bug,bug,0.750,over_max_per_class
818,Have doctl registry logout delete access token generated by doctl registry login,"**What is the problem this feature would solve? Please describe.** In my pipeline, I get access to my docker registry with the command _doctl registry login_. This generates an API Token, which never expires (oldest is 19 days, so I assu...",https://github.com/digitalocean/doctl/issues/818,closed,suggestion,enhancement,0.750,over_max_per_class
821,I cannot set the expiry time for doctl auth init generated tokens,"Describe the Issue: I use **doctl auth init** in my pipeline to grant helm access to our cluster. The access token that is generated expires after a week, but I wish I could have more short-lived access tokens. i.e. 1 hour, 10 minutes. E...",https://github.com/digitalocean/doctl/issues/821,closed,bug,bug,0.750,over_max_per_class
824,Droplet tags order is inconsistent / not defined,"**Describe the Issue:** Using 'doctl compute droplet list' gives inconsistent output in the Tags column. The order of tags is inconsistent, so they keep changing. Thus comparing the output of this command over time shows many changes to ...",https://github.com/digitalocean/doctl/issues/824,closed,bug,bug,0.750,over_max_per_class
825,doctl auth init error,"**Describe the Issue:** Am trying to execute doctl commands with php but am getting some errors. everything is working well from the terminal. I have tried `doctl auth init` using php `$result = exec(""doctl auth init"");` and am getting e...",https://github.com/digitalocean/doctl/issues/825,closed,bug,bug,1.000,over_max_per_class
833,doctl tries to create ~/.config even if -c provided,"**Describe the Issue:** I'm calling doctl as `doctl -c /etc/doctl/config.yaml`, since it's running in a cronjob, but it still refuses to run because it can't create `/root/.config`. It should not care about `$HOME/.config` when `-c` is p...",https://github.com/digitalocean/doctl/issues/833,closed,bug,bug,1.000,over_max_per_class
834,Add command Get and List to volume-actions,**What is the problem this feature would solve? Please describe.** Without commands `Get` and `List` in `doctl compute volume-action` I don't have a sane way to see if the snapshot has ben take on not. **Describe the solution you'd like*...,https://github.com/digitalocean/doctl/issues/834,closed,api-parity;suggestion,enhancement,1.000,over_max_per_class
840,Please add a password function.,"Hello, On the Digital Ocean homepage, can create a water drop by specifying the password. However, it is not supported by the doctl tool. It seems to support only the ssh method. Thanks.",https://github.com/digitalocean/doctl/issues/840,open,do-api;enhancement,enhancement,0.750,over_max_per_class
845,Error when on VPN,"Attempting to authenticate with API token using 'doctl auth init' was not possible when on my VPN (Service:Private Internet Access. Server:Melbourne, Aus) it prompts for entry of the token, but after that it just spews thousands of lines...",https://github.com/digitalocean/doctl/issues/845,open,suggestion,enhancement,0.750,over_max_per_class
846,Offer installing 1-clicks in an existing k8s cluster,"**What is the problem this feature would solve? Please describe.** Currently, it's not possible to install 1-click add-ons in an existing K8s cluster using `doctl`. **Describe the solution you'd like** Would like to see something like `d...",https://github.com/digitalocean/doctl/issues/846,closed,api-parity;suggestion,enhancement,0.750,over_max_per_class
847,DO container registry k8s deployment pulling error,"**Describe the Issue:** When i deploy with an image hosted on the digital ocean container registry in any namespace besides the default there will be an error (no authorization). Once I make a deployment in the default namespace, the oth...",https://github.com/digitalocean/doctl/issues/847,closed,bug,bug,0.750,over_max_per_class
857,how to create a droplet from an image??,how to create a droplet from an image??,https://github.com/digitalocean/doctl/issues/857,closed,suggestion,enhancement,0.350,below_min_confidence
866,Run gofmt on doctl's codebase,"### Overview Right now, [Go Report Card](https://goreportcard.com/report/github.com/digitalocean/doctl) reports that we have so gofmt failures in our codebase. Typically, these can fixed by running `gofmt -s -w ./` from the root of the p...",https://github.com/digitalocean/doctl/issues/866,closed,good first issue;hacktoberfest;help wanted,,0.000,only_secondary_labels
867,Apps integration test fails to check a returned error,### Overview Our [Go Report Card](https://goreportcard.com/report/github.com/digitalocean/doctl) shows that we're failing to get a perfect score on the `ineffassign` check due to a [single error](https://goreportcard.com/report/github.co...,https://github.com/digitalocean/doctl/issues/867,closed,good first issue;hacktoberfest;help wanted,,0.000,only_secondary_labels
869,Top-level doctl package fails golint check,"### Overview The top-level `doctl` package fails the `golint` check. ### How to fix it 1. Clone this repo. 2. If you haven't already, install Go through their [official installer](https://golang.org/dl/). 3. If you haven't already, insta...",https://github.com/digitalocean/doctl/issues/869,closed,good first issue;hacktoberfest;help wanted,,0.000,only_secondary_labels
870,Several misspellings in doctl,"### Overview There are several misspellings in our codebase. These can be found with the Go tool [misspell](https://github.com/client9/misspell). ### How to fix it 1. Clone this repo. 2. If you're using the `misspell` tool, you'll notice...",https://github.com/digitalocean/doctl/issues/870,closed,good first issue;hacktoberfest;help wanted,,0.000,only_secondary_labels
878,`doctl apps logs ${ID}` panics (until logs become available),"**Describe the Issue:** I'm a fan of `doctl` and decided to start using it from the get-go as I explore `doctl apps`. I deployed a `Dockerfile `based app and noticed that, before the deployment completed (and before logs became available...",https://github.com/digitalocean/doctl/issues/878,closed,bug,bug,1.000,over_max_per_class
880,Way to delete image tags from DO container registry,**What is the problem this feature would solve? Please describe.** I am looking for suitable way to cleanup docker container registry in digital ocean. It would be perfect if this will be possible with doctl **Describe the solution you'd...,https://github.com/digitalocean/doctl/issues/880,closed,suggestion,enhancement,0.750,over_max_per_class
881,doctl auth init prompts for token even if flag is present,"Installed doctl on a fresh droplet. Ran `doctl auth init -t personaltokenhere`, but still got prompted with ""Enter your access token:"". This also happens with `--access-token`. Works fine with `doctl auth init --context default -t person...",https://github.com/digitalocean/doctl/issues/881,closed,bug,bug,1.000,over_max_per_class
889,No size unit for `doctl compute volume-action resize`,"**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> Neither the CLI, nor the [docs](https://www.digitalocean.com/docs/apis-clis/doctl/r...",https://github.com/digitalocean/doctl/issues/889,closed,bug,bug,0.750,over_max_per_class
895,`doctl compute droplet get <droplet-id|droplet-name>`,**What is the problem this feature would solve? Please describe.** `doctl compute droplet get` supports only droplet ID whereas `doctl compute droplet delete` supports ID and name ```console doctl compute droplet get --help Usage: doctl ...,https://github.com/digitalocean/doctl/issues/895,closed,suggestion,enhancement,0.750,over_max_per_class
908,`doctl auth init` not working on Windows 10 powershell,**Describe the Issue:** Not able to authorize doctl after installing doctl via the instructions https://www.digitalocean.com/docs/apis-clis/doctl/how-to/install/ After following the instructions in the link above and getting to the step ...,https://github.com/digitalocean/doctl/issues/908,closed,bug;waiting-response,bug,1.000,over_max_per_class
915,"""auth init"" failed with ""Error: mkdir $HOME/.config: file exists""","**Describe the Issue:** The command ""doctl auth init"" failed for me, with the error message ""Error: mkdir $HOME/.config: file exists"". It might be relevant that my "".config"" is a symlink to another directory, not a directory itself. I re...",https://github.com/digitalocean/doctl/issues/915,open,bug;Needs Investigation,bug,1.000,over_max_per_class
919,"How to update DNS records? Receiving ""Data needs to end with a dot (.)""",**Describe the Issue:** See: https://www.digitalocean.com/community/questions/how-to-update-dns-records-receiving-data-needs-to-end-with-a-dot The issue is in the API but is surfaced through `doctl` too: ```bash doctl compute domain reco...,https://github.com/digitalocean/doctl/issues/919,open,bug;Needs Investigation,bug,0.600,below_min_confidence
928,Improve error message when providing non-numeric droplet id,"**Describe the Issue:** As a new user of `doctl`, I mistakenly tried to use using the droplet's name rather than the id when triggering actions. Since the error isn't clear, it took me longer than I'd like to admit to figure out what I w...",https://github.com/digitalocean/doctl/issues/928,closed,bug,bug,1.000,over_max_per_class
934,Appspec global envs removed on app update,"**Describe the Issue:** `doctl apps` ignores the global `envs` section of the appspec file. It's misleading when using `doctl apps spec get ${APP_ID}` when the generated appspec file is missing these values, but can be catastrophic when ...",https://github.com/digitalocean/doctl/issues/934,closed,bug,bug,0.750,over_max_per_class
936,Create new API keys from doctl,"**What is the problem this feature would solve? Please describe.** It would be great if I could create a new API key with `doctl`. Using the web interface is very slow, as I usually end up on digitalocean.com, find the sign in button, th...",https://github.com/digitalocean/doctl/issues/936,open,do-api;enhancement;suggestion,enhancement,0.750,over_max_per_class
937,Add ability to protect (or ignore) certain droplets so they can't be demolished inadvertently,"**What is the problem this feature would solve? Please describe.** Sometimes when I'm using doctl, I manage to delete the wrong droplet. **Describe the solution you'd like** I'd like to know if it would be possible to add a way to ignore...",https://github.com/digitalocean/doctl/issues/937,open,do-api;suggestion,enhancement,1.000,over_max_per_class
947,connect api prompts error cannot assign requested address,"**Describe the Issue:** I try to install it via source package from release page, while I execute command on my laptop (Arch Linux), it prompts error info ```sh Error: Get ""https://api.digitalocean.com/v2/account"": dial tcp: lookup api.d...",https://github.com/digitalocean/doctl/issues/947,open,bug;Needs Investigation,bug,1.000,over_max_per_class
951,Tag existing images in container registry,"I want to add a tag for an image that already exists in the container registry. I'd love to have a `doctl registry tag` command, similar to `docker tag`: ``` doctl registry tag image-name:old-tag image-name:new-tag ``` This way tagging c...",https://github.com/digitalocean/doctl/issues/951,open,do-api;suggestion,enhancement,0.750,over_max_per_class
954,doctl apps logs follow mode unexpectedly exits,"**Describe the Issue:** When I run `doctl apps logs c2ad307c-6f44-43f5-9b89-a80909b03e3d -f`, doctl will get all the current logs and print them to the terminal. However, doctl does not follow the logs as intended with `-f`. doctl will w...",https://github.com/digitalocean/doctl/issues/954,closed,bug,bug,0.750,over_max_per_class
964,Add watch option to Apps Platform create-deployment,"**What is the problem this feature would solve? Please describe.** I would like a means to wait for an Apps Platform deployment to complete and get a relevent status code back from the command line, to inform a job as part of a build pip...",https://github.com/digitalocean/doctl/issues/964,closed,good first issue;suggestion,enhancement,0.750,over_max_per_class
965,Remove auth from list,**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> I need to remove an auth account from my auth list. Let's say I have...,https://github.com/digitalocean/doctl/issues/965,closed,good first issue;suggestion,enhancement,0.600,below_min_confidence
968,`doctl registry login` with doctl+Docker snaps uses incorrect (!?) `config.json`,**Describe the Issue:** `doctl registry login` provides a helpful (but incorrect?) reminder that: ```console Warning: Using the doctl Snap? Grant access to the doctl:dot-docker plug to use this command with: sudo snap connect doctl:dot-d...,https://github.com/digitalocean/doctl/issues/968,closed,bug;snap,bug,1.000,over_max_per_class
970,Add wait option to app create and update commands,"**What is the problem this feature would solve? Please describe.** In CI and/or scripting it is often useful for commands that create resources to block until they become ready. For example, both `doctl compute droplet create` and `doctl...",https://github.com/digitalocean/doctl/issues/970,closed,good first issue;suggestion,enhancement,0.750,over_max_per_class
972,Stable repositories for ready to use app specification,"**What is the problem this feature would solve? Please describe.** Facilitates deploying ready to use applications (e.g. Wordpress, Ghost, Meilisearch, etc) with just a minimal configuration **Describe the solution you'd like** Support o...",https://github.com/digitalocean/doctl/issues/972,open,suggestion,enhancement,1.000,over_max_per_class
973,Proposal for creating Visual Studio Code extension.,##### I know this is off topic. But I didn't find any good place to contact developers from Digital Ocean. I also email to `contact@digitalocean.com` ### This is a Proposal for creating Visual Studio Code extension. I am surprised by how...,https://github.com/digitalocean/doctl/issues/973,closed,suggestion,enhancement,1.000,over_max_per_class
974,Enable dynamic completion of nouns,"provides a quick list of IDs of the current rules Type 'doctl compute firewall get', press 'TAB' and you get a list of the current IDs of rules",https://github.com/digitalocean/doctl/issues/974,open,suggestion,enhancement,1.000,over_max_per_class
975,Can't (un)set result limit count,"I made some automation using `doctl` but I just found out (when things broke 😆) that the results are getting limited to 25 and there's no flag to ""unlimit"" it, thus I assumed it would return all of them. Basically I have ~40 apps on Digi...",https://github.com/digitalocean/doctl/issues/975,closed,bug,bug,0.750,over_max_per_class
979,Fix the configuration removing command,"**Describe the Issue:** ``` rm -rf $HOME/Library/Application Support/doctl ``` this is won't work as expected, because of the space in `Application Support`. It will be treated as two different arguments, and this command will completely...",https://github.com/digitalocean/doctl/issues/979,closed,bug,bug,0.750,over_max_per_class
980,compute image create syntax is incomplete,**Describe the Issue:** Already read all documentation and help snippets. 1. How to specify the droplet name or ID on the `image create` sub-command? 2. What is the purpose of `--image-url`? **Environment:** - doctl version: 1.59.0-relea...,https://github.com/digitalocean/doctl/issues/980,closed,bug,bug,0.750,over_max_per_class
992,doctl databases fork existing cluster,"**What is the problem this feature would solve? Please describe.** I would like to fork an existing database cluster using `doctl`, similar to how you can do this in the web UI. **Describe the solution you'd like** Some command of the fo...",https://github.com/digitalocean/doctl/issues/992,closed,api-parity;suggestion,enhancement,0.750,over_max_per_class
996,"""doctl auth switch"" mangles all auth-contexts keys that are email addresses","### Describe the Issue: With one or more auth contexts that are email addresses (eg `test@example.com`), using `doctl auth switch` mangles ALL `auth-contexts` keys in the config file: it removes the TLD substring (eg `com`) from each ori...",https://github.com/digitalocean/doctl/issues/996,closed,bug,bug,0.750,over_max_per_class
999,Removing default auth context,"Hi, I try to remove the default context, which was initially created by `doctl auth init`. Executing the command `doctl auth list` displays: default (current) How should I remove this context now? Using the following command `doctl auth ...",https://github.com/digitalocean/doctl/issues/999,closed,bug,bug,1.000,over_max_per_class
1001,1.61.0 release tarball changed?,FreeBSD package maintainer here. Our package building system does a checksum on the release tarballs and we are now seeing a mismatch. It doesn't look like the release was re-rolled. Do you know anything about the change? I'm told that t...,https://github.com/digitalocean/doctl/issues/1001,closed,bug,bug,0.750,over_max_per_class
1003,`doctl compute droplet create --wait` is not waiting long enough ,"**Describe the Issue:** I am using GitHub workflows to provision new droplets. After creating the droplet and trying to SSH into it, I always got a connection refused' error. Trying to SSH into the newly created droplet on my local machi...",https://github.com/digitalocean/doctl/issues/1003,closed,bug;do-api;Needs Investigation,bug,0.750,over_max_per_class
1007,Help for 'kubeconfig save' is incomplete ,"The help for 'kubeconfig save' just kind of trails off... We can do better. ``` $ doctl kubernetes cluster kubeconfig save -h This command adds the credentials for the specified cluster to your local kubeconfig. After this, your kubectl ...",https://github.com/digitalocean/doctl/issues/1007,closed,bug,bug,0.750,over_max_per_class
1018,Option --droplet-agent false creates a duplicate droplet,Running `doctl compute droplet create foo --region fra1 --size s-1vcpu-1gb --image fedora-34-x64 --wait --droplet-agent false` creates two droplets named `foo` and `false` whereas `doctl compute droplet create bar --region fra1 --size s-...,https://github.com/digitalocean/doctl/issues/1018,closed,bug,bug,0.750,over_max_per_class
1020,domain record update unexpectedly changes record TTL,"**Describe the Issue:** I have an existing domain record where I want to update one field, RecordData, but if I don't look up the existing TTL value and specify it during an update it will be changed to [1800](https://github.com/digitalo...",https://github.com/digitalocean/doctl/issues/1020,closed,bug,bug,0.750,over_max_per_class
1022,Access to recovery console settings,"**What is the problem this feature would solve? Please describe.** I'd like to script installing a non-containerized operating system on a droplet, using the Recovery ISO. Creating and powering down a droplet is easy, but setting it to b...",https://github.com/digitalocean/doctl/issues/1022,closed,do-api;Needs Investigation;suggestion,enhancement,0.750,over_max_per_class
1023,snapshot help doesn't list required parameters,"**Describe the Issue:** I tried creating a snapshot from the commandline, but it gave me an error message that --snapshot-name was missing. It is also not present in autocomplete for zsh. **Environment:** - doctl version: doctl version 1...",https://github.com/digitalocean/doctl/issues/1023,closed,bug,bug,1.000,over_max_per_class
1024,Typo in --wait command,"When running ``` doctl apps create-deplyoment $ID --wait ``` The following typo can be observed ``` Notice: App deplpyment is in progress, waiting for deployment to be running ``` Typo is: `deplpyment` **Environment:** <!-- Please provid...",https://github.com/digitalocean/doctl/issues/1024,closed,bug,bug,0.750,over_max_per_class
1028,doctl binary for Android ARM64,"There is no working **doctl binary for Android ARM64** & I'd like to be able to use doctl on Android to manage Kubernetes clusters. Currently I'm able to manage EKS, GKE with their tools like `aws-iam-authenticator` & `gcloud` but not Di...",https://github.com/digitalocean/doctl/issues/1028,open,suggestion,enhancement,0.750,over_max_per_class
1029,"Docker compose push return unexpected end of JSON input: """"","**Issue:** I have set up the docker registry at DigitalOcean to deploy my django application. I have installed the `doctl` and setup the API credentials. If I run the command as: `doctl auth list` i can see my `auth` as the current one, ...",https://github.com/digitalocean/doctl/issues/1029,closed,bug,bug,1.000,over_max_per_class
1037,Cannot delete volume using doctl,Cannot delete volume ``` doctl compute volume delete pvc-f36b9620-ae36-............... Warning: Are you sure you want to delete this volume? (y/N) ? y Error: DELETE https://api.digitalocean.com/v2/volumes/pvc-f36b9620-ae36-...........: 4...,https://github.com/digitalocean/doctl/issues/1037,closed,bug,bug,1.000,over_max_per_class
1063,`doctl k8s clusters create --wait --1-clicks` is not waiting long enough,"**Describe the Issue:** Similar issue as #1003 but related to the 1-click install on Kubernetes. When creating a new cluster and running a 1 click installation, the command returns before the app installation finishes.",https://github.com/digitalocean/doctl/issues/1063,closed,bug;do-api;Needs Investigation,bug,0.750,over_max_per_class
1064,preserve_path_prefix is missing,"According to the app spec documentation, there is a `preserve_path_prefix` option under `services.routes`. This is missing in doctl and therefore leads to an error. Example YAML: ```yaml services: - name: example routes: - path: /example...",https://github.com/digitalocean/doctl/issues/1064,closed,bug,bug,0.600,below_min_confidence
1071,apps create and apps create-deployment do not return error codes,"**Describe the Issue:** When running `apps create` with the `--wait` flag, if there is an error in the deployment, the error code remains as 0. This makes it difficult to detect errors. See the output below: ``` doctl apps create --upser...",https://github.com/digitalocean/doctl/issues/1071,closed,bug,bug,1.000,over_max_per_class
1074,Config initialization failed: open /home/<user>/.config/doctl/config.yaml: permission denied,**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> Any time I want to run any command related to doctl (including kubectl) I get the f...,https://github.com/digitalocean/doctl/issues/1074,closed,bug;snap,bug,1.000,over_max_per_class
1083,Revoke doks token command,"**What is the problem this feature would solve? Please describe.** In my Github Actions pipeline, I download **kubeconfig** with `doctl kubernetes cluster kubeconfig save cluster-name`. This generates an API Token. For every pipeline run...",https://github.com/digitalocean/doctl/issues/1083,open,suggestion,enhancement,0.750,over_max_per_class
1085,compute ssk-key import gets permission denied error,"Greetings. I have a ""permission denied"" error when importing ssh key^ > localname@note:~$ sudo doctl compute ssh-key import keyname --public-key-file ~/.ssh/id_rsa.pub > Error: open /home/localname/.ssh/id_rsa.pub: permission denied I am...",https://github.com/digitalocean/doctl/issues/1085,closed,bug,bug,1.000,over_max_per_class
1086,databases firewalls append error: command contains unsupported arguments,**Describe the Issue:** Using the `doctl databases firewalls` append command throws the following error: `Error: (firewalls.append) command contains unsupported arguments` this is when using any type. command used is: `doctl databases fi...,https://github.com/digitalocean/doctl/issues/1086,closed,bug,bug,1.000,over_max_per_class
1087,Get droplet by name does not work in the case your name is a number,**Describe the Issue:** 1. Create a new droplet with a name that contains only numbers (e.g.: 123456) 2. Try to get this droplet using `doctl compute droplet get 123456` 3. Notice that you will get a 404 even though the get is supposed t...,https://github.com/digitalocean/doctl/issues/1087,open,bug,bug,1.000,over_max_per_class
1088,Saving the kubernetes config is not unique enough,"**Describe the Issue:** When running the command `doctl kubernetes cluster kubeconfig save {cluster-name OR cluster-id}` the context name, cluster name and auth user name are not unique across multiple Digital Ocean accounts or Teams. Th...",https://github.com/digitalocean/doctl/issues/1088,open,bug;Needs Investigation,bug,0.750,over_max_per_class
1106,Doctl/API return 404 when Droplet name is just number,"When using Doctl, command like `doctl compute droplet get 5942369` always return 404 with message ""The resource you were accessing could not be found."". The problem is when name of droplet is just from numbers.",https://github.com/digitalocean/doctl/issues/1106,closed,bug;duplicate,bug,0.750,over_max_per_class
1110,"`Fingerprint could not be generated, please make sure your key is valid` while creating ssh-key with doctl","Basically I want to use ssh fingerprint for clusterAPI `export DO_SSH_KEY_FINGERPRINT=<your-ssh-key-fingerprint>` When I do `doctl compute ssh-key list`, it shows nothing hence there is no key ``` $ doctl compute ssh-key list ID Name Fin...",https://github.com/digitalocean/doctl/issues/1110,closed,bug,bug,1.000,over_max_per_class
1129,image on docker hub seems to be dysfunctional,"**Describe the Issue:** FROM digitalocean/doctl RUN doctl version yields ""#4 0.319 /bin/sh: doctl: not found"" **Environment:** - doctl version: whatever is part of the image - OS: whatever is part of the image - Installation method: no i...",https://github.com/digitalocean/doctl/issues/1129,closed,bug,bug,0.750,over_max_per_class
1142,`apps update --wait` may hang forever when the deployment is a no-op,"Hi, I'm trying to use `doctl apps update --wait` in a continuous deployment pipeline. Sometimes this works fine, other times the command hangs until max attempts. Looking at the source, I think I can see the problem. https://github.com/d...",https://github.com/digitalocean/doctl/issues/1142,closed,,,0.000,no_high_confidence_signal
1144,Initial node pool contains more nodes than expected,"**Describe the Issue:** I create my k8s cluster as follows: ``` doctl kubernetes cluster create jeho \ --tag jeho \ --region ams3 \ --vpc-uuid=<redacted> \ --node-pool ""name=jeho;size=s-4vcpu-8gb;tag=jeho;auto-scale=true;min-nodes=2;max-...",https://github.com/digitalocean/doctl/issues/1144,closed,bug,bug,0.750,over_max_per_class
1147,Documentation not rendering correctly for some pages,**Describe the Issue:** On MacOS some pages [Digital Ocean Documentation](https://docs.digitalocean.com/reference/doctl/reference/kubernetes/cluster/create) for Doctl does not display correctly for some pages leading to the text being cr...,https://github.com/digitalocean/doctl/issues/1147,closed,bug,bug,0.750,over_max_per_class
1165,Can't port forward service on DO k8s,**Im trying to port-forward one my my services but it keeps throwing me access token is required** ![Screenshot from 2022-05-17 13-39-47](https://user-images.githubusercontent.com/31248378/168737461-d3a742fd-d510-4784-9b3c-61f7cf558e94.p...,https://github.com/digitalocean/doctl/issues/1165,closed,bug,bug,0.750,over_max_per_class
1167,"Get ""/v2/account"": unsupported protocol scheme """"","I have created api using https://docs.digitalocean.com/reference/api/create-personal-access-token/, when i try to use `doctl auth init` ``` Please authenticate doctl for use with your DigitalOcean account. You can generate a token in the...",https://github.com/digitalocean/doctl/issues/1167,closed,bug,bug,1.000,over_max_per_class
1171,doctl sls connect fails on snap,"**Describe the Issue:** Using doctl sandbox connect results in a permission error. ``` $ doctl sandbox connect --trace doctl: 2022/05/26 03:27:35 -> ""POST /v2/functions/sandbox HTTP/1.1\r\nHost: api.digitalocean.com\r\nUser-Agent: doctl/...",https://github.com/digitalocean/doctl/issues/1171,closed,bug,bug,1.000,over_max_per_class
1176,doctl auth init flag --access-token do not have effect,**flag -t or --access-token not overwriting token in config.yaml** See images of the issue. CLI does not use the token passed and always grab the one in the config.yaml ![api-portal](https://user-images.githubusercontent.com/54447877/171...,https://github.com/digitalocean/doctl/issues/1176,open,bug;Needs Investigation,bug,0.750,over_max_per_class
